Measurement E9M1
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.35 - 0.45
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.16	0.858	0.3	255	15.6	2.66	2.0248
1.16	0.858	0.3	285	11.2	1.82	0.5895
1.16	0.858	0.3	315	6.87	1.1	0.8251
1.16	0.858	0.3	345	4.6	0.864	0.1477
1.16	0.858	0.5	15	5.24	0.999	0.5521
1.16	0.858	0.5	45	9.53	1.43	0.5314
1.16	0.858	0.5	75	12.1	2.01	1.2867
1.16	0.858	0.5	105	11.3	2.08	0.6205
1.16	0.858	0.5	135	12.5	2.37	2.5465
1.16	0.858	0.5	165	11.6	1.75	0.789
1.16	0.858	0.5	195	12.4	1.75	0.5025
1.16	0.858	0.5	225	13.1	2.09	1.793
1.16	0.858	0.5	255	10.7	2	1.0276
1.16	0.858	0.5	285	11.4	1.65	0.7416
1.16	0.858	0.5	315	8.94	1.29	0.5899
1.16	0.858	0.5	345	6.28	1.17	0.3716
1.16	0.858	0.7	15	6.26	1.19	0.8154
1.16	0.858	0.7	45	7.55	1.31	0.4224
1.16	0.858	0.7	75	12.9	1.96	1.092
1.16	0.858	0.7	105	9.28	1.71	0.9864
1.16	0.858	0.7	135	12.4	2.12	1.8134
1.16	0.858	0.7	165	10	1.56	0.7666
1.16	0.858	0.7	195	14	2	2.0205
1.16	0.858	0.7	225	11.6	1.89	1.163
1.16	0.858	0.7	255	8.86	1.54	0.3306
1.16	0.858	0.7	285	9.21	1.48	1.4138
1.16	0.858	0.7	315	7.1	1.21	0.5609
1.16	0.858	0.7	345	6.3	1.11	0.3887
1.16	0.858	0.9	15	5.93	1.14	0.6055
1.16	0.858	0.9	45	5.26	1.1	1.8714
1.16	0.858	0.9	75	9.93	1.64	0.6795
1.16	0.858	0.9	105	10.6	1.65	1.6086
1.16	0.858	0.9	135	14.5	2.34	1.9506
1.16	0.858	0.9	165	8.51	1.5	0.5579
1.16	0.858	0.9	195	8.59	1.42	0.9811
1.16	0.858	0.9	225	15.5	2.52	1.8688
1.16	0.858	0.9	255	9.52	1.64	1.0411
1.16	0.858	0.9	285	13.9	2.21	1.6748
1.16	0.858	0.9	315	7.05	1.35	0.8676
1.16	0.858	0.9	345	7.73	1.61	0.8012
Measurement E9M5
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.35 - 0.45
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.18	0.85	-0.9	15	9.19	1.37	0.7947
1.18	0.85	-0.9	45	9.37	1.55	1.1294
1.18	0.85	-0.9	75	10.9	1.69	0.7194
1.18	0.85	-0.9	105	12.3	2	0.8337
1.18	0.85	-0.9	135	9.01	1.5	0.337
1.18	0.85	-0.9	165	8.05	1.37	0.6075
1.18	0.85	-0.9	195	7.75	1.43	0.7145
1.18	0.85	-0.9	225	8.25	1.42	1.3668
1.18	0.85	-0.9	255	9.73	1.54	0.7075
1.18	0.85	-0.9	285	12.8	1.86	1.3666
1.18	0.85	-0.9	315	10.7	1.69	0.5891
1.18	0.85	-0.9	345	8.15	1.33	1.3848
1.18	0.85	-0.7	15	8.77	1.21	0.2517
1.18	0.85	-0.7	45	12.2	1.5	0.3969
1.18	0.85	-0.7	75	14.4	1.78	0.2291
1.18	0.85	-0.7	105	15.3	1.98	0.3
1.18	0.85	-0.7	135	14.1	1.93	1.6016
1.18	0.85	-0.7	165	8.53	1.32	0.5925
1.18	0.85	-0.7	195	9.3	1.38	0.2524
1.18	0.85	-0.7	225	16.2	2.1	1.1124
1.18	0.85	-0.7	255	12.7	1.69	1.2942
1.18	0.85	-0.7	285	16.9	2.07	0.8646
1.18	0.85	-0.7	315	14.4	1.74	1.2124
1.18	0.85	-0.7	345	11.3	1.54	0.9542
1.18	0.85	-0.5	15	8.56	1.25	1.2936
1.18	0.85	-0.5	45	16.4	1.85	1.0512
1.18	0.85	-0.5	75	18.9	2.19	0.9987
1.18	0.85	-0.5	105	16.9	2.17	0.4183
1.18	0.85	-0.5	135	15.5	2.13	1.7804
1.18	0.85	-0.5	165	11.2	1.48	0.5809
1.18	0.85	-0.5	195	10.1	1.37	0.3543
1.18	0.85	-0.5	225	11.9	1.61	0.8367
1.18	0.85	-0.5	255	17.4	2.17	0.9925
1.18	0.85	-0.5	285	20.3	2.29	2.334
1.18	0.85	-0.5	315	16	1.92	1.6867
1.18	0.85	-0.5	345	11.4	1.46	0.4717
1.18	0.85	-0.3	15	10	1.32	0.901
1.18	0.85	-0.3	45	14.5	1.62	1.3172
1.18	0.85	-0.3	75	16.8	1.99	0.9605
1.18	0.85	-0.3	105	25.9	3.49	2.6196
1.18	0.85	-0.3	135	16.8	2.41	0.7314
1.18	0.85	-0.3	165	11	1.4	1.3766
1.18	0.85	-0.3	195	14.4	1.65	0.7314
1.18	0.85	-0.3	225	18.6	2.4	1.2913
1.18	0.85	-0.3	255	27.3	3.44	2.6898
1.18	0.85	-0.3	285	18.9	2.25	0.7665
1.18	0.85	-0.3	315	15.9	1.72	0.6042
1.18	0.85	-0.3	345	11.6	1.54	0.3969
1.18	0.85	-0.1	15	10.3	1.26	2.053
1.18	0.85	-0.1	45	14.4	1.57	1.1737
1.18	0.85	-0.1	75	27.2	3.03	1.7819
1.18	0.85	-0.1	105	28.4	3.87	1.5708
1.18	0.85	-0.1	135	21.4	2.96	1.0464
1.18	0.85	-0.1	165	18	2.17	0.6325
1.18	0.85	-0.1	195	13.8	1.75	0.9785
1.18	0.85	-0.1	225	17.4	2.66	1.3435
1.18	0.85	-0.1	255	22.4	3.09	1.1811
1.18	0.85	-0.1	285	23.1	2.58	0.6538
1.18	0.85	-0.1	315	15.4	1.73	0.324
1.18	0.85	-0.1	345	9.42	1.24	0.8465
1.18	0.85	0.1	15	10.9	1.45	0.2345
1.18	0.85	0.1	45	20.3	2.19	0.5612
1.18	0.85	0.1	75	28	3.3	1.4925
1.18	0.85	0.1	105	17.9	2.91	0.6403
1.18	0.85	0.1	135	25.4	3.97	1.5756
1.18	0.85	0.1	165	13.4	1.64	2.2215
1.18	0.85	0.1	195	14.4	1.84	0.755
1.18	0.85	0.1	225	19.4	3.05	1.2114
1.18	0.85	0.1	255	22.5	3.39	2.0646
1.18	0.85	0.1	285	17.1	2.17	1.6591
1.18	0.85	0.1	315	15.1	1.66	2.1857
1.18	0.85	0.1	345	14.7	1.85	1.5548
1.18	0.85	0.3	15	8.74	1.2	0.7542
1.18	0.85	0.3	45	21.4	2.37	1.9545
1.18	0.85	0.3	75	16.7	2.14	1.1169
1.18	0.85	0.3	105	19.3	3.15	1.6808
1.18	0.85	0.3	135	21.8	3.84	1.4577
1.18	0.85	0.3	165	16.1	1.89	1.8987
1.18	0.85	0.3	195	17.2	2.06	2.0755
1.18	0.85	0.3	225	23.3	3.45	1.8276
1.18	0.85	0.3	255	24.4	3.71	1.9404
1.18	0.85	0.3	285	23.8	2.92	1.5803
1.18	0.85	0.3	315	17	1.87	1.4053
1.18	0.85	0.3	345	13.8	1.71	0.8888
1.18	0.85	0.5	15	7.28	1.16	0.2773
1.18	0.85	0.5	45	13	1.62	0.1732
1.18	0.85	0.5	75	20.3	2.57	0.7433
1.18	0.85	0.5	105	20.1	3.23	2.0292
1.18	0.85	0.5	135	18.4	3.1	1.1565
1.18	0.85	0.5	165	15	1.93	0.9526
1.18	0.85	0.5	195	17.1	2.1	1.2865
1.18	0.85	0.5	225	18.9	2.99	2.5739
1.18	0.85	0.5	255	28.7	3.97	1.7734
1.18	0.85	0.5	285	17.5	2.37	0.7399
1.18	0.85	0.5	315	12.6	1.53	2.1006
1.18	0.85	0.5	345	8.87	1.24	0.6151
1.18	0.85	0.7	15	8.6	1.28	0.2489
1.18	0.85	0.7	45	13.9	1.71	1.8594
1.18	0.85	0.7	75	17	2.17	0.9605
1.18	0.85	0.7	105	14.7	2.35	2.1196
1.18	0.85	0.7	135	11.1	1.93	1.6494
1.18	0.85	0.7	165	16.6	2.19	0.469
1.18	0.85	0.7	195	17.4	2.13	1.2748
1.18	0.85	0.7	225	11.3	1.83	1.6658
1.18	0.85	0.7	255	18.3	2.55	1.0137
1.18	0.85	0.7	285	19.3	2.34	1.6125
1.18	0.85	0.7	315	11.1	1.45	0.4822
1.18	0.85	0.7	345	8.29	1.3	1.0381
1.18	0.85	0.9	15	9.84	1.51	0.9914
1.18	0.85	0.9	45	12	1.64	0.7314
1.18	0.85	0.9	75	12.4	1.72	0.2236
1.18	0.85	0.9	105	14.5	1.98	0.8944
1.18	0.85	0.9	135	16.4	2.32	2.1249
1.18	0.85	0.9	165	14.2	1.85	1.252
1.18	0.85	0.9	195	17.5	2.24	1.24
1.18	0.85	0.9	225	18.8	2.4	1.6941
1.18	0.85	0.9	255	13.6	1.9	1.8152
1.18	0.85	0.9	285	14.7	1.98	1.5811
1.18	0.85	0.9	315	12.5	1.74	1.2227
1.18	0.85	0.9	345	6.88	1.14	0.7014
Measurement E9M6
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.35 - 0.45
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.2	0.842	-0.9	15	13.1	1.64	0.7665
1.2	0.842	-0.9	45	20.1	2.46	1.1136
1.2	0.842	-0.9	75	12.1	1.61	0.1936
1.2	0.842	-0.9	105	10.8	1.49	0.8832
1.2	0.842	-0.9	135	13.8	2.02	1.258
1.2	0.842	-0.9	165	8.85	1.52	0.8702
1.2	0.842	-0.9	195	11.2	1.75	0.8355
1.2	0.842	-0.9	225	14.5	2.03	1.519
1.2	0.842	-0.9	255	13.8	1.92	1.038
1.2	0.842	-0.9	285	11.8	1.58	1.0062
1.2	0.842	-0.9	315	11.5	1.54	1.0943
1.2	0.842	-0.9	345	13.4	1.65	0.8124
1.2	0.842	-0.7	15	14.1	1.48	1.1456
1.2	0.842	-0.7	45	21.3	2.12	0.5244
1.2	0.842	-0.7	75	17.1	1.81	1.8473
1.2	0.842	-0.7	105	22.1	2.58	2.4388
1.2	0.842	-0.7	135	17.1	2.04	0.3969
1.2	0.842	-0.7	165	10.1	1.3	0.8145
1.2	0.842	-0.7	195	12.7	1.59	0.7399
1.2	0.842	-0.7	225	14.1	1.68	1.5867
1.2	0.842	-0.7	255	18.7	2.12	1.1916
1.2	0.842	-0.7	285	22.1	2.2	1.2738
1.2	0.842	-0.7	315	18.2	1.81	0.522
1.2	0.842	-0.7	345	21.6	2.33	2.3701
1.2	0.842	-0.5	15	20.2	1.98	1.0416
1.2	0.842	-0.5	45	25	2.25	1.6889
1.2	0.842	-0.5	75	21.9	2.26	0.4664
1.2	0.842	-0.5	105	34.2	3.8	1.7132
1.2	0.842	-0.5	135	22.1	2.67	1.8049
1.2	0.842	-0.5	165	17	2.04	0.9962
1.2	0.842	-0.5	195	16.1	1.91	1.1424
1.2	0.842	-0.5	225	23.2	2.58	1.1303
1.2	0.842	-0.5	255	27.6	3.11	0.3571
1.2	0.842	-0.5	285	21.3	2.18	0.5874
1.2	0.842	-0.5	315	18.1	1.7	1.3528
1.2	0.842	-0.5	345	18	1.75	0.9695
1.2	0.842	-0.3	15	15.3	1.6	0.3674
1.2	0.842	-0.3	45	22.9	2.08	0.8
1.2	0.842	-0.3	75	28.9	2.84	0.4637
1.2	0.842	-0.3	105	31.6	4.22	1.7734
1.2	0.842	-0.3	135	23.5	2.95	2.4546
1.2	0.842	-0.3	165	14.4	1.64	0.7433
1.2	0.842	-0.3	195	16.2	1.88	0.5958
1.2	0.842	-0.3	225	26.4	3.31	2.3168
1.2	0.842	-0.3	255	24.6	3.01	3.627
1.2	0.842	-0.3	285	32.8	2.97	1.1758
1.2	0.842	-0.3	315	24.7	2.26	0.926
1.2	0.842	-0.3	345	16.7	1.75	0.2739
1.2	0.842	-0.1	15	17.2	1.76	1.1068
1.2	0.842	-0.1	45	24.2	2.3	0.669
1.2	0.842	-0.1	75	34.7	3.84	2.7681
1.2	0.842	-0.1	105	20.8	3.55	0.2915
1.2	0.842	-0.1	135	27.2	3.73	2.3313
1.2	0.842	-0.1	165	21.9	2.28	0.9028
1.2	0.842	-0.1	195	18.2	2.02	1.1113
1.2	0.842	-0.1	225	25.8	3.79	2.9602
1.2	0.842	-0.1	255	24.9	3.58	1.0989
1.2	0.842	-0.1	285	33	3.29	1.9812
1.2	0.842	-0.1	315	24.2	2.33	1.9365
1.2	0.842	-0.1	345	18.7	1.79	0.6124
1.2	0.842	0.1	15	17.6	1.75	0.6614
1.2	0.842	0.1	45	31.5	2.74	0.9381
1.2	0.842	0.1	75	34.4	3.63	0.9937
1.2	0.842	0.1	105	33.3	5.19	1.5008
1.2	0.842	0.1	135	26.8	4.57	0.8761
1.2	0.842	0.1	165	23.9	2.54	1.7457
1.2	0.842	0.1	195	18.6	2.1	1.4992
1.2	0.842	0.1	225	30	4.85	2.1436
1.2	0.842	0.1	255	27.5	4.3	1.6993
1.2	0.842	0.1	285	29.2	3.19	0.6185
1.2	0.842	0.1	315	18.6	1.89	0.6614
1.2	0.842	0.1	345	14.9	1.52	1.0062
1.2	0.842	0.3	15	18.3	1.92	0.5612
1.2	0.842	0.3	45	22.9	2.17	0.469
1.2	0.842	0.3	75	28.5	3.35	1.7081
1.2	0.842	0.3	105	38.1	5.77	2.9677
1.2	0.842	0.3	135	27.2	4.92	1.68
1.2	0.842	0.3	165	22	2.33	1.0476
1.2	0.842	0.3	195	28.1	3.1	2.8544
1.2	0.842	0.3	225	28	4.19	2.9052
1.2	0.842	0.3	255	22	3.71	2.2433
1.2	0.842	0.3	285	36	3.9	0.7036
1.2	0.842	0.3	315	19.6	2.01	1.1597
1.2	0.842	0.3	345	15.1	1.62	0.2784
1.2	0.842	0.5	15	14.4	1.65	0.9055
1.2	0.842	0.5	45	17.2	1.87	0.7194
1.2	0.842	0.5	75	23.9	3.04	0.5958
1.2	0.842	0.5	105	22.2	3.94	1.3775
1.2	0.842	0.5	135	45	7.7	10.1929
1.2	0.842	0.5	165	21.7	2.45	2.0341
1.2	0.842	0.5	195	24	2.68	2.5179
1.2	0.842	0.5	225	24.2	4.12	3.2218
1.2	0.842	0.5	255	33	5.13	5.3808
1.2	0.842	0.5	285	32.6	3.78	2.1249
1.2	0.842	0.5	315	20.3	2.01	0.6782
1.2	0.842	0.5	345	12	1.37	0.7382
1.2	0.842	0.7	15	12.2	1.43	0.1732
1.2	0.842	0.7	45	14.1	1.58	1.2826
1.2	0.842	0.7	75	19.4	2.3	2.5005
1.2	0.842	0.7	105	23.3	3.41	3.3623
1.2	0.842	0.7	135	19	3.46	4.8182
1.2	0.842	0.7	165	21.2	2.56	3.3087
1.2	0.842	0.7	195	20.4	2.48	2.8031
1.2	0.842	0.7	225	19.6	3.12	1.7306
1.2	0.842	0.7	255	32.9	4.72	4.1725
1.2	0.842	0.7	285	25	2.94	0.4848
1.2	0.842	0.7	315	16.4	1.76	1.5772
1.2	0.842	0.7	345	14.6	1.78	2.5062
1.2	0.842	0.9	15	10.6	1.41	1.2199
1.2	0.842	0.9	45	13.5	1.68	1.2309
1.2	0.842	0.9	75	23.8	2.79	2.0928
1.2	0.842	0.9	105	18.1	2.44	1.4142
1.2	0.842	0.9	135	18.1	2.38	1.7234
1.2	0.842	0.9	165	20.8	2.6	2.9975
1.2	0.842	0.9	195	19.8	2.4	1.5708
1.2	0.842	0.9	225	19.4	2.48	2.2749
1.2	0.842	0.9	255	21.4	2.79	1.6148
1.2	0.842	0.9	285	16.2	2.03	1.1543
1.2	0.842	0.9	315	13.2	1.74	1.4405
1.2	0.842	0.9	345	8.83	1.32	1.2076
Measurement E9M7
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.35 - 0.45
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.22	0.833	-0.9	15	15.8	1.89	1.1269
1.22	0.833	-0.9	45	14.1	1.61	0.9798
1.22	0.833	-0.9	75	15.3	1.78	3.1607
1.22	0.833	-0.9	105	18.4	2.22	1.653
1.22	0.833	-0.9	135	12.9	1.83	1.3739
1.22	0.833	-0.9	165	8.29	1.29	0.5326
1.22	0.833	-0.9	195	9.84	1.52	1.1866
1.22	0.833	-0.9	225	13.4	1.75	1.9653
1.22	0.833	-0.9	255	17.2	2.24	1.7371
1.22	0.833	-0.9	285	10.1	1.41	1.3038
1.22	0.833	-0.9	315	19.2	2.16	1.0851
1.22	0.833	-0.9	345	10.3	1.28	1.4629
1.22	0.833	-0.7	15	20.6	1.93	0.5745
1.22	0.833	-0.7	45	19.2	1.7	2.5495
1.22	0.833	-0.7	75	27.2	2.56	0.8803
1.22	0.833	-0.7	105	18.8	2.14	0.3708
1.22	0.833	-0.7	135	19.3	2.22	1.6394
1.22	0.833	-0.7	165	11.6	1.49	0.6837
1.22	0.833	-0.7	195	10.9	1.48	0.6781
1.22	0.833	-0.7	225	16.4	1.84	1.7923
1.22	0.833	-0.7	255	18.2	1.99	0.3279
1.22	0.833	-0.7	285	20.8	2.05	2.3119
1.22	0.833	-0.7	315	22.1	2.03	0.9552
1.22	0.833	-0.7	345	17.6	1.69	0.3905
1.22	0.833	-0.5	15	20.5	1.8	0.8746
1.22	0.833	-0.5	45	25.5	2.1	0.6062
1.22	0.833	-0.5	75	31.6	2.81	0.9301
1.22	0.833	-0.5	105	27.3	3.36	2.8627
1.22	0.833	-0.5	135	18.1	2.28	0.8016
1.22	0.833	-0.5	165	9.91	1.27	0.6193
1.22	0.833	-0.5	195	16.3	1.89	1.6225
1.22	0.833	-0.5	225	31.5	3.56	2.3685
1.22	0.833	-0.5	255	29.8	3.21	1.9551
1.22	0.833	-0.5	285	36.9	3.19	2.658
1.22	0.833	-0.5	315	25.2	2.15	1.3096
1.22	0.833	-0.5	345	20.8	1.87	0.5568
1.22	0.833	-0.3	15	16.1	1.55	0.5431
1.22	0.833	-0.3	45	26	2.16	0.5831
1.22	0.833	-0.3	75	30.5	3.01	0.9836
1.22	0.833	-0.3	105	41.8	5.17	2.7331
1.22	0.833	-0.3	135	29.6	4.28	3.8617
1.22	0.833	-0.3	165	22.1	2.37	1.1424
1.22	0.833	-0.3	195	14.5	1.78	1.01
1.22	0.833	-0.3	225	25.5	3.36	2.6053
1.22	0.833	-0.3	255	24.5	3.33	4.9145
1.22	0.833	-0.3	285	38.8	3.39	0.9192
1.22	0.833	-0.3	315	31.2	2.5	2.0946
1.22	0.833	-0.3	345	19.7	1.75	0.4743
1.22	0.833	-0.1	15	18.8	1.73	0.3317
1.22	0.833	-0.1	45	21.5	1.81	1.118
1.22	0.833	-0.1	75	28.6	3.18	1.2104
1.22	0.833	-0.1	105	36	5.53	1.6651
1.22	0.833	-0.1	135	22.7	3.94	2.1909
1.22	0.833	-0.1	165	21.4	2.41	1.7117
1.22	0.833	-0.1	195	15	1.78	1.3463
1.22	0.833	-0.1	225	22.9	3.99	3.096
1.22	0.833	-0.1	255	42.1	6.13	1.4595
1.22	0.833	-0.1	285	40.1	3.78	1.3332
1.22	0.833	-0.1	315	29.9	2.38	1.5548
1.22	0.833	-0.1	345	18.5	1.71	0.3937
1.22	0.833	0.1	15	17.7	1.69	0.1581
1.22	0.833	0.1	45	30.2	2.54	0.6364
1.22	0.833	0.1	75	33.1	3.66	1.2309
1.22	0.833	0.1	105	36.6	4.75	2.2924
1.22	0.833	0.1	135	22.8	4.66	2.0143
1.22	0.833	0.1	165	15.5	2.04	0.7665
1.22	0.833	0.1	195	20.5	2.47	2.073
1.22	0.833	0.1	225	26.6	4.97	2.4109
1.22	0.833	0.1	255	31.3	4.67	1.249
1.22	0.833	0.1	285	33.3	3.63	0.8689
1.22	0.833	0.1	315	24.6	2.24	0.5385
1.22	0.833	0.1	345	15.1	1.48	1.2062
1.22	0.833	0.3	15	14.1	1.36	1.8621
1.22	0.833	0.3	45	22.3	2.06	1.084
1.22	0.833	0.3	75	35.9	4.08	1.241
1.22	0.833	0.3	105	34.3	4.31	2.6674
1.22	0.833	0.3	135	31.6	5.32	2.673
1.22	0.833	0.3	165	25.6	3.17	2.1243
1.22	0.833	0.3	195	23	2.78	2.0773
1.22	0.833	0.3	225	17.3	3.91	2.0755
1.22	0.833	0.3	255	36	5	2.5318
1.22	0.833	0.3	285	33.7	3.67	2.9133
1.22	0.833	0.3	315	27.8	2.4	0.4555
1.22	0.833	0.3	345	15.9	1.55	0.3279
1.22	0.833	0.5	15	16.1	1.6	0.4899
1.22	0.833	0.5	45	20.5	2.05	0.6519
1.22	0.833	0.5	75	31.4	3.71	1.1467
1.22	0.833	0.5	105	25.3	3.48	2.5382
1.22	0.833	0.5	135	20.5	3.55	3.2199
1.22	0.833	0.5	165	15.5	2.01	2.0341
1.22	0.833	0.5	195	25.2	3.12	2.93
1.22	0.833	0.5	225	19.2	4.09	1.8835
1.22	0.833	0.5	255	31.6	4.49	1.6934
1.22	0.833	0.5	285	34.6	3.9	1.9255
1.22	0.833	0.5	315	27	2.51	2.3843
1.22	0.833	0.5	345	16	1.62	0.5657
1.22	0.833	0.7	15	11.8	1.33	0.8789
1.22	0.833	0.7	45	18.4	1.86	0.886
1.22	0.833	0.7	75	20.9	2.71	1.0665
1.22	0.833	0.7	105	23	3.33	2.0081
1.22	0.833	0.7	135	19.6	3.71	2.9912
1.22	0.833	0.7	165	18.6	2.27	2.1517
1.22	0.833	0.7	195	16.8	2.15	2.6986
1.22	0.833	0.7	225	19.5	3.58	2.2749
1.22	0.833	0.7	255	31.5	4.19	2.804
1.22	0.833	0.7	285	22.2	2.59	2.6372
1.22	0.833	0.7	315	16.5	1.73	0.7365
1.22	0.833	0.7	345	11.4	1.3	0.5612
1.22	0.833	0.9	15	12.8	1.55	1.2718
1.22	0.833	0.9	45	15.8	1.8	1.5149
1.22	0.833	0.9	75	15.5	2	1.3257
1.22	0.833	0.9	105	14.2	2.07	2.0125
1.22	0.833	0.9	135	14.9	2.3	2.1378
1.22	0.833	0.9	165	15.5	2	1.4422
1.22	0.833	0.9	195	18.9	2.35	2.5661
1.22	0.833	0.9	225	14.5	2.06	1.2093
1.22	0.833	0.9	255	22.1	2.77	2.4434
1.22	0.833	0.9	285	15.3	1.92	1.4361
1.22	0.833	0.9	315	13	1.57	1.0392
1.22	0.833	0.9	345	12.6	1.55	1.2319
Measurement E9M8
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.35 - 0.45
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.24	0.824	-0.9	15	9.38	1.26	0.6349
1.24	0.824	-0.9	45	10.9	1.42	0.7
1.24	0.824	-0.9	75	9.4	1.41	0.799
1.24	0.824	-0.9	105	13.7	1.95	1.5969
1.24	0.824	-0.9	135	8.59	1.38	0.8855
1.24	0.824	-0.9	165	7.92	1.37	0.4645
1.24	0.824	-0.9	195	5.02	0.925	0.6844
1.24	0.824	-0.9	225	10.4	1.46	0.5855
1.24	0.824	-0.9	255	13.6	1.87	0.8124
1.24	0.824	-0.9	285	12.3	1.55	0.6245
1.24	0.824	-0.9	315	10.9	1.43	0.5244
1.24	0.824	-0.9	345	10.2	1.35	0.3754
1.24	0.824	-0.7	15	14.4	1.46	0.324
1.24	0.824	-0.7	45	18.3	1.73	0.2598
1.24	0.824	-0.7	75	20.9	2.21	0.5657
1.24	0.824	-0.7	105	14.1	1.85	0.9138
1.24	0.824	-0.7	135	11.2	1.35	2.2699
1.24	0.824	-0.7	165	7.73	1.07	0.3146
1.24	0.824	-0.7	195	8.04	1.16	0.398
1.24	0.824	-0.7	225	11.4	1.58	0.6225
1.24	0.824	-0.7	255	16.2	1.88	1.4071
1.24	0.824	-0.7	285	18	1.89	0.967
1.24	0.824	-0.7	315	16.9	1.62	0.7969
1.24	0.824	-0.7	345	15.4	1.54	0.3317
1.24	0.824	-0.5	15	15.1	1.37	0.7984
1.24	0.824	-0.5	45	19.8	1.7	0.5196
1.24	0.824	-0.5	75	26.8	2.74	1.4824
1.24	0.824	-0.5	105	18.8	2.5	2.4031
1.24	0.824	-0.5	135	17.3	2.38	2.9833
1.24	0.824	-0.5	165	11.8	1.6	1.1875
1.24	0.824	-0.5	195	7.81	1.04	0.568
1.24	0.824	-0.5	225	13.8	2.07	1.4748
1.24	0.824	-0.5	255	18.4	2.49	1.07
1.24	0.824	-0.5	285	23.9	2.29	0.3571
1.24	0.824	-0.5	315	19.8	1.65	1.7493
1.24	0.824	-0.5	345	15.3	1.47	0.3202
1.24	0.824	-0.3	15	13	1.26	0.4031
1.24	0.824	-0.3	45	23.2	1.91	0.5545
1.24	0.824	-0.3	75	22.8	2.58	0.6083
1.24	0.824	-0.3	105	23.7	3.85	1.1927
1.24	0.824	-0.3	135	23.6	3.96	0.7211
1.24	0.824	-0.3	165	14.3	1.75	1.0149
1.24	0.824	-0.3	195	9.9	1.42	0.9172
1.24	0.824	-0.3	225	18.8	3.51	2.9206
1.24	0.824	-0.3	255	30.6	4.57	3.8039
1.24	0.824	-0.3	285	31.6	3.36	3.1867
1.24	0.824	-0.3	315	24.6	2.06	2.0899
1.24	0.824	-0.3	345	14.7	1.4	0.8515
1.24	0.824	-0.1	15	15	1.42	0.1118
1.24	0.824	-0.1	45	21.7	1.85	1.0642
1.24	0.824	-0.1	75	24.6	2.93	0.7382
1.24	0.824	-0.1	105	31.6	4.19	1.3766
1.24	0.824	-0.1	135	14.5	3.35	3.0623
1.24	0.824	-0.1	165	18.5	2.39	1.5564
1.24	0.824	-0.1	195	11.3	1.75	1.737
1.24	0.824	-0.1	225	15.2	3.21	1.7371
1.24	0.824	-0.1	255	33.4	4.74	3.2661
1.24	0.824	-0.1	285	29.7	3.14	1.9203
1.24	0.824	-0.1	315	22.8	1.98	1.6778
1.24	0.824	-0.1	345	15.3	1.4	0.6671
1.24	0.824	0.1	15	14.5	1.4	0.5701
1.24	0.824	0.1	45	21.6	1.88	1.2884
1.24	0.824	0.1	75	27.2	3.22	1.244
1.24	0.824	0.1	105	34.6	4.15	1.243
1.24	0.824	0.1	135	25.1	4.21	2.1107
1.24	0.824	0.1	165	14.1	2.06	1.2062
1.24	0.824	0.1	195	15	2.27	1.2942
1.24	0.824	0.1	225	29.2	4.74	1.8276
1.24	0.824	0.1	255	32.6	3.81	0.4031
1.24	0.824	0.1	285	25.7	2.87	2.6067
1.24	0.824	0.1	315	20.2	1.82	0.6461
1.24	0.824	0.1	345	14.3	1.33	0.5809
1.24	0.824	0.3	15	13.1	1.26	0.4472
1.24	0.824	0.3	45	21.4	2.1	1.6538
1.24	0.824	0.3	75	29.4	3.47	1.5199
1.24	0.824	0.3	105	27	2.92	1.5354
1.24	0.824	0.3	135	18.8	2.88	1.0099
1.24	0.824	0.3	165	12	2.18	1.2181
1.24	0.824	0.3	195	16.9	2.44	3.6352
1.24	0.824	0.3	225	22.5	3.56	2.5894
1.24	0.824	0.3	255	28.5	3.31	2.498
